ID,Subject,Noise,Seed,Best_Model,FracError_IVIM,NRMSE_IVIM,Frac_NRMSE_Ratio_IVIM,Dpar_FracError,Dpar_NRMSE,Dpar_Frac_NRMSE_Ratio,Dint_FracError,Dint_NRMSE,Dint_Frac_NRMSE_Ratio,Dmv_FracError,Dmv_NRMSE,Dmv_Frac_NRMSE_Ratio,fint_FracError,fint_NRMSE,fint_Frac_NRMSE_Ratio,fmv_FracError,fmv_NRMSE,fmv_Frac_NRMSE_Ratio
WMH_signal_lownoise_seed24,WMH_signal,lownoise,24,ORIGINALON_IR,0.399411034,0.4495518706030436,0.8475153970691525,0.09988626,0.1216496038858109,0.8210980514947126,0.2516424,0.3067892613368757,0.8202451307707733,0.90089816,0.9022758554012188,0.9984730758033256,0.2011529,0.2618051946963027,0.7683304312270647,0.54347545,0.6552394376950097,0.8294302960498858
WMH_signal_IR_lownoise_seed24,WMH_signal_IR,lownoise,24,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLNONE,0.45604045400000004,0.5131199270876066,0.8635195386849581,0.28601462,0.3451216348919297,0.8287356667501167,0.2707426,0.3302729914361944,0.8197539430060715,0.901217,0.9025931280182856,0.9984753327217388,0.3307218,0.3897779888021623,0.848487591847872,0.49150625,0.5978338922894606,0.8221451590989917
S1_signal_highnoise_seed24,S1_signal,highnoise,24,ORIGINALOFF_WT1_IR1_FP1_BT1_ABLREMOVE_FTOTAL,1.3759378740000001,0.6383877687677814,2.495464441424729,0.29071304,0.2815145764283226,1.0326748809330957,0.31687543,0.3458340255499093,0.9162644372393456,0.8575817,1.077198809550928,0.7961219966896724,1.7005755,1.0275942208265108,1.6549095157497888,3.7139437,0.4597972114832362,8.077351376511741
S1_signal_IR_highnoise_seed24,S1_signal_IR,highnoise,24,ORIGINALOFF_WT1_IR1_FP1_BT1_ABLREMOVE_FMV,2.679179268,0.9206236162557971,2.2790580596143735,0.62591594,0.6806875493163583,0.9195348673698336,0.40307993,0.4491978821191582,0.8973326323194241,0.84040177,1.067256584646179,0.7874411579185421,2.4270787,0.9412782799670268,2.5784921948985904,9.09942,1.4646977852302636,6.212489445565476
NAWM_signal_highnoise_seed24,NAWM_signal,highnoise,24,ORIGINALOFF_WT1_IR1_FP1_BT1_ABLREMOVE_MAGNITUDE,0.445196256,0.5032844170926793,0.852841735428207,0.18629132,0.2296578985213132,0.8111687653673587,0.23061986,0.2840392921130342,0.8119294089234561,0.91913676,0.9195286980460774,0.9995737540072112,0.47320774,0.5564382158724005,0.8504227782587636,0.4167256,0.5267579809105712,0.7911139705842457
NAWM_signal_IR_highnoise_seed24,NAWM_signal_IR,highnoise,24,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLREMOVE_FTOTAL,0.759527368,0.9192406238520086,0.8325550122910403,0.5182459,0.609467207992238,0.8503260889776337,0.4491196,0.5449794345160996,0.8241037385771498,0.920242,0.9206442636502676,0.999563064568268,1.2055047,1.4379220626465523,0.8383657770961356,0.70452464,1.0831901504548846,0.6504163922360146
WMH_signal_highnoise_seed24,WMH_signal,highnoise,24,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLREMOVE_FINT,0.426562258,0.48343720800333534,0.8517558669939739,0.1981643,0.2416182665729405,0.8201544268138892,0.24662963,0.2992354826295832,0.8241991061673635,0.9015771,0.9029518483800388,0.9984775009781736,0.31930292,0.3951200866124124,0.8081161127068922,0.46713734,0.5782603558217017,0.8078321883035506
WMH_signal_IR_highnoise_seed24,WMH_signal_IR,highnoise,24,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLREMOVE_FMV,0.5836731399999999,0.6821973697626046,0.8506410475541601,0.4771376,0.5685188683279409,0.8392642946500121,0.37263456,0.4547637789521894,0.8194024434714664,0.9018752,0.9032530353247628,0.9984745720543386,0.5065761,0.5909271735864075,0.8572564182594431,0.66014224,0.8935239926217223,0.7388075093355406
S1_signal_nonoise_seed69,S1_signal,nonoise,69,ORIGINALOFF_WT1_IR1_FP1_BT1_ABLREMOVE_FTOTAL,1.414248942,0.6523299012609038,2.589184601071011,0.22647221,0.1939660347027475,1.1675869052822858,0.44561633,0.4832794343542097,0.9220676357799676,0.85467297,1.0794607615814775,0.7917591735505629,2.1860542,1.088022109095363,2.0092001728364908,3.358429,0.4169211665707214,8.055309117905749
S1_signal_IR_nonoise_seed69,S1_signal_IR,nonoise,69,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLREMOVE_FTOTAL,2.554550742,0.822081316363656,2.4714571602804183,0.34231633,0.3327481406020247,1.0287550174505302,0.41477388,0.4469685341396424,0.9279710773244262,0.8379407,1.0680639077753278,0.7845417104314876,2.8852878,1.0596128159793408,2.7229641723348554,8.292435,1.2030131833219448,6.893053823860791
NAWM_signal_nonoise_seed69,NAWM_signal,nonoise,69,ORIGINALOFF_WT1_IR0_FP1_BT0_ABLREMOVE_FTOTAL,0.40845058319999994,0.4278345455082569,0.9591431711508864,0.039208226,0.040089418133839,0.9780190871019184,0.24616316,0.2462957676410248,0.9994615497128938,0.9184426,0.9188332418819656,0.9995748467361176,0.3805407,0.3888399093825256,0.978656459375374,0.45789823,0.5451143905019297,0.8400039128281284
NAWM_signal_IR_nonoise_seed69,NAWM_signal_IR,nonoise,69,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLREMOVE_ORDER,0.4263103826,0.45041668008576663,0.9560563060565179,0.060345873,0.0616906103857214,0.9782017567556104,0.24771394,0.2491160582235757,0.994371579970219,0.9183166,0.9187103065292044,0.9995714494381835,0.3695424,0.3783757174224554,0.9766545878232707,0.5356331,0.6441907078678761,0.8314821562953065
WMH_signal_nonoise_seed69,WMH_signal,nonoise,69,ORIGINALON_IR,0.3574308576,0.3854175443363448,0.8921300516809911,0.025433308,0.030763922984303,0.8267248380293786,0.17713895,0.1891133815510722,0.936681178144795,0.89976704,0.9011473687374134,0.9984682444141516,0.18677539,0.2200035203537163,0.8489654053876892,0.4980396,0.586059528055219,0.8498105924289414
WMH_signal_IR_nonoise_seed69,WMH_signal_IR,nonoise,69,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLREMOVE_FINT,0.31937840919999994,0.34347050786122085,0.8809604113028019,0.025008326,0.0321344067926058,0.7782411785391579,0.1648903,0.1680819214915674,0.9810114790123904,0.9006565,0.9020331717596142,0.9984738250575376,0.08978727,0.1089517707445237,0.8241009603967183,0.41654965,0.5061512685177934,0.8229746135082056
S1_signal_lownoise_seed69,S1_signal,lownoise,69,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLREMOVE_FINT,1.2787652900000002,0.6321097851525221,2.425267998905883,0.24855775,0.2200249838604652,1.12967959707341,0.3499603,0.3904225632270872,0.8963628676832744,0.8553745,1.0786814470690138,0.7929815697220087,1.6032504,1.0419083345946687,1.538763359222791,3.3366835,0.4295115970113759,7.768552600827931
S1_signal_IR_lownoise_seed69,S1_signal_IR,lownoise,69,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLREMOVE_FTOTAL,2.2713551799999996,0.8130855557765735,2.2412754238552566,0.4322027,0.4539993278395891,0.951989707423189,0.3299415,0.357702911418198,0.9223897580876428,0.8378781,1.0656971819059236,0.7862253127702362,1.9740876,1.0058056262918522,1.9626929147241523,7.782666,1.1822227314273048,6.583079426271062
NAWM_signal_lownoise_seed69,NAWM_signal,lownoise,69,ORIGINALOFF_WT1_IR0_FP1_BT0_ABLREMOVE_FMV,0.43237495299999995,0.4793698199629806,0.8724191314901695,0.100248165,0.121703433998259,0.8237085339185017,0.2274967,0.2638944063076697,0.8620746951822261,0.91854715,0.9189377126362884,0.999574977548786,0.45694062,0.5380013269238137,0.8493298989744448,0.45864213,0.554312219948872,0.8274075518268889
NAWM_signal_IR_lownoise_seed69,NAWM_signal_IR,lownoise,69,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLREMOVE_MAGNITUDE,0.528875524,0.6078749339860938,0.8505601783607879,0.3018228,0.3673892422015243,0.8215341345902205,0.3354859,0.4104610762725073,0.8173391257512006,0.9192127,0.9196109416135638,0.999566933520743,0.6334893,0.7600277636463624,0.8335081068184547,0.45436692,0.5818856461965116,0.780852591123321
WMH_signal_lownoise_seed69,WMH_signal,lownoise,69,ORIGINALOFF_WT1_IR0_FP1_BT0_ABLREMOVE_FTOTAL,0.387101538,0.4325640231362568,0.8538031270527616,0.10609664,0.1290310981499762,0.8222562895910828,0.21974568,0.2689800196272132,0.8169590917004629,0.90068024,0.9020569550181202,0.9984737981052794,0.22633661,0.28369350551512,0.7978208909233928,0.48264852,0.5790585373708541,0.8335055649435901
WMH_signal_IR_lownoise_seed69,WMH_signal_IR,lownoise,69,ORIGINALOFF_WT1_IR1_FP1_BT1_ABLREMOVE_FMV,0.449539748,0.503725637298629,0.866664906773263,0.2967419,0.3569583918617258,0.8313066768580076,0.27517185,0.3363701544725678,0.8180625846612302,0.90150785,0.9028820663225564,0.9984779608578744,0.29957324,0.3497425209345867,0.8565536535228171,0.4747039,0.5726750529017077,0.8289236579663859
S1_signal_highnoise_seed69,S1_signal,highnoise,69,ORIGINALOFF_WT1_IR1_FP1_BT1_ABLREMOVE_FINT,1.4566862,0.6435891292634811,2.6118261064381154,0.28904194,0.2795696292104778,1.0338817090933947,0.3445386,0.3790410344153343,0.9089743824026943,0.85728556,1.0771482400023102,0.795884465462911,1.9897416,1.0287251577382086,1.9341818652806104,3.8028233,0.4534615849510748,8.386208109950967
S1_signal_IR_highnoise_seed69,S1_signal_IR,highnoise,69,ORIGINALOFF_WT1_IR1_FP1_BT1_ABLREMOVE_FTOTAL,2.921925296,0.9619908724569903,2.446465381949177,0.64593357,0.6945428666813254,0.9300125163820548,0.41428104,0.4607025469667793,0.8992375539603141,0.84200287,1.066287877176619,0.7896581015112618,4.249929,0.9652349613076676,4.402999349998444,8.45748,1.6231861101525598,5.210419387893809
NAWM_signal_highnoise_seed69,NAWM_signal,highnoise,69,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLREMOVE_ORDER,0.442019348,0.4997663009189557,0.8526292270195608,0.1811649,0.2233877052514017,0.8109886670580898,0.22640152,0.2785341087216893,0.8128322799184353,0.9191059,0.9195034744112488,0.9995675959852632,0.4576952,0.540197415764271,0.8472739119232309,0.42572922,0.5372088004461674,0.7924836802127848
NAWM_signal_IR_highnoise_seed69,NAWM_signal_IR,highnoise,69,ORIGINALOFF_WT1_IR1_FP1_BT1_ABLREMOVE_FTOTAL,0.7499458480000001,0.9040734203564424,0.8348171067607447,0.5245511,0.6154104844355552,0.8523596823928856,0.44923514,0.5447164755178115,0.8247136872501057,0.9202545,0.9206577547688944,0.9995620128761916,1.1591034,1.3858989012697622,0.8363549347857671,0.6965851,1.0536834857901891,0.6610952164987733
WMH_signal_highnoise_seed69,WMH_signal,highnoise,69,ORIGINALOFF_WT1_IR1_FP1_BT1_ABLNONE,0.42061280199999995,0.47726229511818036,0.8496322055410228,0.19731645,0.2411145806652742,0.818351358648202,0.22761233,0.2769355047333605,0.8218965044217611,0.9013167,0.9026894317972296,0.9984792782901932,0.31757233,0.3941039171894958,0.8058085787999926,0.4592462,0.571468041205542,0.8036253075449658
WMH_signal_IR_highnoise_seed69,WMH_signal_IR,highnoise,69,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLNONE,0.592471966,0.6894236397526999,0.8543055703443896,0.45665327,0.5459486451335088,0.8364399524594207,0.38412514,0.4694646247626707,0.8182195523284805,0.9028308,0.9042270539996482,0.998455825419544,0.46509382,0.5476681100769148,0.8492256610113385,0.7536568,0.9798097647907568,0.7691868605031645
S1_signal_nonoise_seed97,S1_signal,nonoise,97,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLREMOVE_FTOTAL,2.062825498,0.647636153581016,4.549066820184423,0.22941463,0.1946525254662241,1.1785853516189817,0.43226606,0.4687721830111199,0.9221239292394936,0.8558372,1.079383967787329,0.7928941354756955,1.2870626,1.0932424158472966,1.1772893317426671,7.509547,0.4021296757931106,18.674441352845275
S1_signal_IR_nonoise_seed97,S1_signal_IR,nonoise,97,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLREMOVE_MAGNITUDE,4.3777478819999995,0.8177160258761405,3.970478910538607,0.33675775,0.3307131650754724,1.0182773917072545,0.4084814,0.4409789362929466,0.926305876319038,0.83660096,1.067977953929758,0.783350394443175,1.4779843,1.0510050277617298,1.4062580635617674,18.828915,1.1979050463207952,15.7182028266618
NAWM_signal_nonoise_seed97,NAWM_signal,nonoise,97,ORIGINALOFF_WT1_IR0_FP1_BT1_ABLREMOVE_MAGNITUDE,0.419075419,0.4329584642202565,0.969248362742958,0.037636165,0.0387982870931232,0.970046816371381,0.24905077,0.2491791811777968,0.999484608054307,0.9184668,0.9188627170250968,0.9995691188664976,0.33882916,0.3483823782300978,0.9725783253797696,0.5513942,0.6095697575751682,0.9045629450428342
NAWM_signal_IR_nonoise_seed97,NAWM_signal_IR,nonoise,97,ORIGINALOFF_WT1_IR1_FP1_BT1_ABLREMOVE_ORDER,0.4179735986,0.4418884008410771,0.9533447231243484,0.049827643,0.0515124477569114,0.9672930570301468,0.26810142,0.2682323979288804,0.9995116773879554,0.9185991,0.9189972309676556,0.999566797127604,0.3380665,0.3470396027825129,0.9741438039128792,0.51527333,0.6236603247694252,0.8262082801631563
WMH_signal_nonoise_seed97,WMH_signal,nonoise,97,ORIGINALOFF_WT1_IR0_FP1_BT1_ABLREMOVE_FTOTAL,0.3363269332,0.35898526890126903,0.904771917782786,0.021418596,0.0251480539270963,0.8516995880337723,0.17338362,0.1747299938981911,0.9922945086329416,0.9005889,0.9019662433825284,0.9984729764287794,0.13790567,0.1659905816915588,0.8308041485196208,0.44833788,0.5270914716069703,0.850588367298816
WMH_signal_IR_nonoise_seed97,WMH_signal_IR,nonoise,97,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLREMOVE_FTOTAL,0.32808798759999996,0.3510306663132955,0.8909823207641695,0.029106498,0.0359017712650683,0.810725728333357,0.16048567,0.1693414239068777,0.9477046831832358,0.9007911,0.9021691371781398,0.9984725274919848,0.08852855,0.1043074306791612,0.8487270954484806,0.46152812,0.5434335685372306,0.8492815693637894
S1_signal_lownoise_seed97,S1_signal,lownoise,97,ORIGINALOFF_WT1_IR1_FP1_BT1_ABLREMOVE_FINT,2.149148086,0.6201817232862279,4.515513403831381,0.24665391,0.2168395664113677,1.137494909986683,0.30323452,0.3337844871699607,0.9084739409568966,0.8561649,1.0786510594462084,0.793736637266671,1.4703131,1.0422501513422002,1.4107103330270865,7.869374,0.4293833520614024,18.32715119791957
S1_signal_IR_lownoise_seed97,S1_signal_IR,lownoise,97,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLREMOVE_ORDER,3.5635708260000003,0.8212836714161309,3.2958720299402513,0.43146,0.4523674550774379,0.9537821051081764,0.35447213,0.3884223328106185,0.9125945947704188,0.8403624,1.067141053811261,0.787489543901073,1.5598146,1.0065764994630315,1.5496234589920923,14.631745,1.1919110159183055,12.275870446929495
NAWM_signal_lownoise_seed97,NAWM_signal,lownoise,97,ORIGINALON_IR,0.43794937,0.4867474030368507,0.8698735714881982,0.10073782,0.121881194795786,0.8265246290784222,0.22720896,0.2693304857390086,0.8436065008258358,0.9185769,0.9189706683107264,0.9995714965347892,0.46465,0.5456955049135314,0.8514821771547528,0.47857317,0.5778591614252011,0.8281830538471912
NAWM_signal_IR_lownoise_seed97,NAWM_signal_IR,lownoise,97,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLREMOVE_FTOTAL,0.540548004,0.6199095738244044,0.8539990838944103,0.2838587,0.3454421819879881,0.8217255832357403,0.36282402,0.4434690991394797,0.8181494839042165,0.9194807,0.9198768760273012,0.9995692851794116,0.63622624,0.7610086461731984,0.8360302233873957,0.50035036,0.6297510657940545,0.7945208437652875
WMH_signal_lownoise_seed97,WMH_signal,lownoise,97,ORIGINALON_IR,0.389472558,0.4348568676750393,0.8530277871072272,0.10369237,0.1262412686474281,0.8213824256526784,0.22046848,0.2706775057845754,0.8145060581616431,0.9007338,0.902110716396524,0.9984736930715729,0.22004259,0.2793846439722776,0.7875972541728551,0.50242555,0.5958702035743912,0.8431795044773865
WMH_signal_IR_lownoise_seed97,WMH_signal_IR,lownoise,97,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLREMOVE_FMV,0.46096317400000003,0.5170647824648837,0.8670897384378999,0.2998776,0.3602091992111164,0.8325095697570748,0.28509024,0.3479990291359807,0.8192270833958025,0.9016129,0.902990284684601,0.998474605046206,0.31710038,0.3714085536899941,0.8537777716816674,0.50113475,0.6027168456027262,0.8314596623087491
S1_signal_highnoise_seed97,S1_signal,highnoise,97,ORIGINALOFF_WT1_IR1_FP1_BT1_ABLREMOVE_FINT,2.664224188,0.6453777471418018,5.363959015999766,0.2859833,0.2860608855842626,0.9997287244188928,0.34230694,0.3799139256330868,0.9010118072590486,0.857666,1.077604861270153,0.795900277078448,1.5229867,1.0278531242592857,1.4817162099373735,10.312178,0.4554559389622212,22.641438061305067
S1_signal_IR_highnoise_seed97,S1_signal_IR,highnoise,97,ORIGINALOFF_WT1_IR1_FP1_BT1_ABLREMOVE_FINT,3.671206596,0.9250158150179238,2.901545959666648,0.62660164,0.6879050948495828,0.9108838297497036,0.3964881,0.4392050478920561,0.9027402876306212,0.83928424,1.0667265472604237,0.786784800178736,2.170704,0.9383256069160224,2.313380183601793,14.322955,1.4929167781715338,9.593940697172386
NAWM_signal_highnoise_seed97,NAWM_signal,highnoise,97,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLNONE,0.443996712,0.501532170614882,0.8531415283605639,0.17722632,0.2188780934061204,0.8097032875886113,0.21970068,0.2699881282418619,0.8137419688645473,0.91906893,0.9194630492684364,0.9995713512019876,0.4831862,0.5660017143550293,0.8536832390582475,0.42080143,0.5333298678029617,0.7890077950894264
NAWM_signal_IR_highnoise_seed97,NAWM_signal_IR,highnoise,97,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLREMOVE_FTOTAL,0.7605365020000001,0.9246151688138479,0.8324796362449074,0.5185486,0.6099389619502377,0.8501647405284001,0.46395096,0.5613902293887477,0.8264321843810294,0.92063385,0.921041583746674,0.99955730417866,1.1419595,1.3700194072458276,0.8335353014866176,0.7575896,1.1606856617377528,0.65270865064983
WMH_signal_highnoise_seed97,WMH_signal,highnoise,97,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLREMOVE_FINT,0.420318004,0.47617365625439306,0.8507669421685524,0.19665161,0.239968547565016,0.8194890603472765,0.24017574,0.2917684443898721,0.8231724002957846,0.9014931,0.9028674234124529,0.998477782172857,0.31614497,0.3928342124239845,0.8047796118394517,0.4471246,0.55342965348064,0.8079158561873918
WMH_signal_IR_highnoise_seed97,WMH_signal_IR,highnoise,97,ORIGINALOFF_WT1_IR1_FP1_BT0_ABLREMOVE_FTOTAL,0.586274872,0.6855667197024191,0.8508191872408142,0.47379696,0.5648325602378026,0.8388272714022779,0.38544273,0.469831671891683,0.8203847220620384,0.90211767,0.9034985060111572,0.9984716671866972,0.4958323,0.5793971053406229,0.8557728043471478,0.6741847,0.91027375503083,0.7406394712059096
